age,education,workclass,occupation,marital-status,gender,native-country,hours-per-week,salary
30,Masters,Self-employed,IT,Married,Female,USA,28,47280
40,HS-grad,Govt,IT,Married,Female,India,21,37050
46,Bachelors,Self-employed,Support,Single,Female,Canada,33,43770
55,PhD,Govt,Management,Single,Male,USA,24,82980
42,Bachelors,Govt,Sales,Married,Female,USA,55,44190
49,Bachelors,Private,Sales,Divorced,Female,India,36,47160
65,Masters,Private,Management,Married,Male,India,25,76910
20,Masters,Govt,Management,Divorced,Male,USA,49,43010
28,Masters,Self-employed,Management,Divorced,Male,Canada,56,49600
52,Bachelors,Govt,IT,Divorced,Male,Others,37,53930
33,Masters,Private,Support,Married,Female,Others,49,45350
24,PhD,Private,Sales,Married,Male,USA,32,48640
35,PhD,Self-employed,IT,Married,Male,India,25,61550
25,HS-grad,Private,Management,Married,Male,Others,46,33080
62,Masters,Self-employed,Management,Divorced,Male,India,40,75320
28,Bachelors,Self-employed,Support,Married,Female,Canada,25,33650
57,HS-grad,Self-employed,Management,Married,Female,India,37,49910
64,HS-grad,Private,IT,Divorced,Male,India,52,50600
58,PhD,Private,Management,Divorced,Male,Canada,55,87350
27,PhD,Private,Sales,Married,Female,USA,37,51410
26,HS-grad,Self-employed,Sales,Divorced,Female,USA,48,27920
58,Bachelors,Private,Management,Divorced,Female,USA,58,62300
19,HS-grad,Govt,Sales,Single,Female,India,38,24340
46,Masters,Govt,IT,Married,Female,Canada,48,60120
62,HS-grad,Govt,IT,Divorced,Female,USA,22,48100
51,PhD,Private,IT,Married,Female,India,23,75850
58,Masters,Govt,Management,Married,Male,India,29,71650
35,PhD,Self-employed,Sales,Married,Male,Others,60,59280
24,HS-grad,Govt,Management,Married,Male,USA,56,33040
56,Masters,Self-employed,IT,Married,Female,Canada,35,66870
25,HS-grad,Private,Sales,Single,Female,Canada,42,27180
36,PhD,Govt,Sales,Single,Female,Others,39,59069
38,Bachelors,Private,Management,Married,Female,Others,33,47850
47,Masters,Private,Sales,Divorced,Female,Others,42,55820
65,Masters,Govt,Sales,Married,Male,Others,58,68860
48,Masters,Govt,Management,Single,Male,Canada,32,64000
43,HS-grad,Govt,Sales,Divorced,Male,Canada,21,34050
26,PhD,Self-employed,Sales,Married,Female,USA,53,51370
28,PhD,Self-employed,Support,Divorced,Female,Others,56,52000
31,HS-grad,Private,Support,Married,Female,Canada,56,29260
56,Bachelors,Self-employed,Support,Divorced,Male,Canada,47,49870
58,Bachelors,Private,Support,Married,Male,Others,24,49800
36,Bachelors,Private,Management,Married,Male,Canada,47,47229
45,Masters,Govt,Sales,Single,Female,Others,29,53810
62,Bachelors,Govt,Support,Divorced,Female,India,27,52110
60,HS-grad,Self-employed,IT,Single,Female,USA,53,48650
51,PhD,Self-employed,Management,Single,Male,India,52,80620
30,HS-grad,Govt,Sales,Divorced,Female,Canada,31,28830
21,HS-grad,Govt,Sales,Divorced,Male,Others,23,24470
65,HS-grad,Self-employed,IT,Divorced,Female,India,21,49550
44,PhD,Self-employed,IT,Single,Female,India,26,69700
28,PhD,Private,IT,Single,Female,USA,49,56450
27,PhD,Govt,Support,Divorced,Female,Others,36,50180
36,PhD,Govt,Management,Single,Female,Canada,34,65620
26,HS-grad,Govt,Support,Single,Male,USA,26,25660
25,PhD,Govt,Sales,Married,Male,India,60,50880
31,Bachelors,Private,IT,Married,Male,India,51,41610
65,HS-grad,Self-employed,IT,Married,Male,Canada,39,50450
39,Masters,Govt,IT,Married,Female,USA,35,54290
26,Bachelors,Govt,Support,Divorced,Female,Canada,40,33320
34,Masters,Self-employed,IT,Single,Male,Others,38,50740
47,HS-grad,Self-employed,Management,Married,Female,India,24,43860
35,Masters,Govt,Management,Married,Male,Canada,30,53760
42,PhD,Govt,Sales,Married,Female,USA,42,64260
43,Bachelors,Govt,Support,Divorced,Female,USA,58,43400
37,Masters,Self-employed,Sales,Divorced,Male,Canada,30,48420
63,Bachelors,Private,Management,Married,Female,Others,29,64150
50,HS-grad,Private,IT,Divorced,Female,Others,20,42000
40,Bachelors,Self-employed,IT,Divorced,Female,Others,34,46340
20,Masters,Self-employed,Support,Single,Male,USA,42,36420
48,PhD,Govt,Management,Married,Female,India,57,78050
65,HS-grad,Self-employed,Support,Divorced,Female,USA,41,42790
26,Masters,Govt,Sales,Married,Female,India,60,42440
50,Masters,Private,Management,Divorced,Male,India,45,66210
21,Masters,Govt,Sales,Married,Male,Others,33,37690
26,PhD,Private,Management,Divorced,Female,USA,49,56969
62,Masters,Private,Support,Divorced,Female,USA,23,63190
43,Masters,Self-employed,Sales,Married,Male,USA,48,53400
26,Masters,Govt,IT,Single,Male,USA,50,45420
55,Masters,Self-employed,IT,Divorced,Female,Canada,50,66880
35,HS-grad,Private,IT,Married,Female,Canada,55,36250
29,HS-grad,Self-employed,IT,Married,Female,Others,23,31650
34,PhD,Private,IT,Divorced,Female,Canada,42,61500
28,Masters,Private,Sales,Single,Female,Others,59,43750
44,Bachelors,Private,Support,Divorced,Male,USA,48,43440
50,HS-grad,Private,Management,Divorced,Female,USA,31,45830
55,PhD,Private,Management,Divorced,Male,USA,36,83580
26,Bachelors,Govt,IT,Divorced,Female,Canada,29,37410
24,HS-grad,Govt,Sales,Single,Male,USA,60,27640
19,PhD,Private,Management,Single,Male,India,24,49140
48,HS-grad,Self-employed,IT,Married,Male,USA,51,42550
34,Bachelors,Self-employed,Sales,Divorced,Female,India,44,39160
27,Masters,Private,Management,Married,Female,USA,46,48320
43,HS-grad,Self-employed,Sales,Married,Female,India,52,35600
50,Bachelors,Govt,IT,Single,Male,Others,49,53290
46,PhD,Self-employed,Sales,Married,Female,Others,29,66970
31,Bachelors,Private,IT,Divorced,Male,India,45,41310
32,PhD,Self-employed,IT,Divorced,Female,USA,52,60200
61,Bachelors,Self-employed,Support,Single,Female,USA,56,53020
27,Bachelors,Private,IT,Married,Male,Others,21,37630
52,HS-grad,Govt,Sales,Single,Male,Others,36,38760
37,Masters,Private,IT,Divorced,Male,Others,29,52509
64,PhD,Private,Management,Single,Male,India,40,92240
49,Masters,Self-employed,Support,Single,Male,USA,36,55260
49,HS-grad,Private,Sales,Single,Male,USA,59,38590
45,Masters,Private,Support,Married,Male,Others,34,52520
35,PhD,Private,Management,Single,Female,India,23,64130
21,PhD,Govt,Support,Single,Female,Others,34,45160
51,HS-grad,Private,IT,Single,Female,USA,40,43500
48,HS-grad,Self-employed,Sales,Married,Female,Canada,20,36200
35,Bachelors,Govt,Sales,Single,Female,USA,59,40470
20,PhD,Govt,Support,Single,Male,India,51,45190
29,HS-grad,Private,IT,Divorced,Male,Canada,35,32250
56,HS-grad,Self-employed,Management,Divorced,Female,USA,52,50120
21,Bachelors,Govt,Support,Divorced,Female,Others,28,30020
34,Masters,Private,Sales,Divorced,Female,India,49,47330
61,HS-grad,Self-employed,Management,Married,Male,India,48,52620
29,HS-grad,Govt,Support,Divorced,Male,Canada,55,28370
47,HS-grad,Govt,Management,Divorced,Male,USA,49,45110
53,PhD,Govt,Sales,Divorced,Female,India,36,73200
31,Masters,Self-employed,Support,Single,Female,USA,54,44280
28,Masters,Private,Sales,Single,Male,Canada,36,42600
29,PhD,Private,Management,Divorced,Male,Canada,41,59390
57,HS-grad,Self-employed,Sales,Single,Female,India,56,41960
53,Bachelors,Govt,IT,Single,Male,USA,24,53900
64,Masters,Private,Support,Divorced,Female,India,21,64410
65,PhD,Self-employed,Sales,Single,Male,Canada,35,83230
18,HS-grad,Govt,IT,Single,Male,USA,47,27350
33,Masters,Self-employed,Support,Married,Female,India,21,43950
49,HS-grad,Self-employed,Support,Single,Female,India,46,36320
40,HS-grad,Private,IT,Married,Male,Others,29,37450
37,Masters,Self-employed,Management,Divorced,Female,India,27,55169
29,HS-grad,Private,Support,Married,Male,Canada,26,26920
29,Bachelors,Self-employed,Sales,Divorced,Female,India,43,36310
23,Bachelors,Private,IT,Single,Female,USA,46,36400
54,PhD,Private,Sales,Single,Female,Canada,38,74140
47,PhD,Private,Management,Married,Female,India,52,76860
43,Masters,Private,Sales,Divorced,Male,Others,52,53600
22,Bachelors,Govt,IT,Divorced,Female,India,51,36030
55,Masters,Self-employed,Management,Married,Male,India,32,69460
29,PhD,Self-employed,Support,Divorced,Male,Others,32,51620
52,PhD,Govt,IT,Single,Female,USA,32,77200
20,PhD,Self-employed,Sales,Married,Male,Others,57,46530
65,HS-grad,Self-employed,Management,Married,Female,USA,54,55080
50,HS-grad,Govt,Sales,Single,Female,USA,43,38230
65,Masters,Private,IT,Divorced,Female,India,50,74280
64,Bachelors,Govt,Sales,Single,Male,Others,50,56260
34,HS-grad,Self-employed,Support,Divorced,Female,Canada,53,30370
47,PhD,Govt,Support,Divorced,Female,Others,36,66580
37,HS-grad,Govt,IT,Single,Female,India,58,37400
44,Masters,Self-employed,Sales,Married,Male,USA,36,53480
32,HS-grad,Self-employed,Management,Divorced,Female,India,25,35810
25,PhD,Private,Sales,Divorced,Male,USA,28,49280
55,Masters,Self-employed,Management,Divorced,Female,USA,53,70510
41,Masters,Self-employed,Sales,Divorced,Male,USA,30,51140
54,PhD,Self-employed,IT,Married,Female,USA,42,79500
54,Bachelors,Govt,Sales,Single,Male,USA,51,50710
53,HS-grad,Self-employed,Support,Single,Male,India,52,38300
41,Bachelors,Private,Management,Married,Male,Others,27,49530
65,PhD,Self-employed,Sales,Single,Male,USA,55,84230
58,Bachelors,Govt,Support,Divorced,Female,USA,26,49900
47,PhD,Private,Support,Married,Female,Others,42,66880
38,Masters,Private,Sales,Married,Female,Others,27,48950
37,PhD,Self-employed,IT,Single,Female,Others,29,63549
24,Masters,Govt,IT,Married,Female,Canada,42,43540
65,Bachelors,Private,IT,Divorced,Male,Others,47,62490
22,Bachelors,Self-employed,IT,Divorced,Male,Others,29,34930
32,PhD,Self-employed,Management,Single,Male,India,30,61660
40,Bachelors,Self-employed,Management,Married,Female,USA,41,49570
18,Bachelors,Self-employed,IT,Single,Male,USA,30,32500
24,HS-grad,Govt,IT,Single,Male,Others,43,30150
56,PhD,Private,Support,Single,Male,India,52,74760
31,Bachelors,Self-employed,IT,Divorced,Male,Others,43,41210
38,Bachelors,Govt,IT,Single,Male,India,55,46150
45,Bachelors,Govt,Support,Married,Male,Canada,25,42830
55,PhD,Govt,Sales,Single,Female,Canada,43,75230
32,HS-grad,Self-employed,Sales,Married,Male,Canada,52,30760
44,PhD,Govt,Sales,Divorced,Male,Others,24,65040
42,PhD,Self-employed,Support,Married,Female,India,57,63530
48,Bachelors,Govt,Support,Married,Female,Others,55,45950
31,Masters,Private,Sales,Single,Male,USA,41,44890
59,Bachelors,Self-employed,Support,Single,Female,Others,24,50340
61,Masters,Private,Management,Married,Male,Others,58,75440
43,Masters,Private,IT,Single,Female,Canada,34,57200
46,HS-grad,Private,Management,Married,Female,India,27,43470
59,Bachelors,Self-employed,IT,Divorced,Male,USA,51,58970
43,Masters,Self-employed,Support,Married,Female,USA,32,51100
21,Bachelors,Self-employed,Management,Married,Male,India,32,36580
58,Bachelors,Self-employed,Sales,Married,Male,USA,59,53350
59,HS-grad,Private,Sales,Divorced,Female,Others,48,42440
54,Masters,Self-employed,IT,Single,Male,India,28,65040
19,HS-grad,Self-employed,Sales,Divorced,Male,USA,60,25440
54,Bachelors,Self-employed,IT,Single,Female,India,56,56120
37,PhD,Govt,Management,Divorced,Male,Others,55,67610
20,HS-grad,Govt,IT,Married,Female,India,33,27650
62,HS-grad,Self-employed,Support,Single,Female,India,50,41980
22,PhD,Private,IT,Divorced,Female,Canada,47,50950
64,HS-grad,Self-employed,IT,Divorced,Male,India,30,49500
35,Masters,Private,IT,Married,Female,Others,31,51130
48,HS-grad,Self-employed,Sales,Married,Male,Others,31,36750
23,PhD,Private,IT,Single,Female,Canada,59,52450
55,Bachelors,Govt,Sales,Single,Male,USA,25,49970
48,PhD,Govt,Management,Single,Female,India,58,78100
36,Masters,Self-employed,IT,Divorced,Male,Canada,57,53169
54,Masters,Self-employed,Sales,Divorced,Male,Canada,32,60080
39,PhD,Govt,Management,Single,Female,USA,36,68540
48,Masters,Self-employed,IT,Single,Male,Canada,50,61700
34,PhD,Govt,Sales,Divorced,Male,Canada,36,57240
38,Bachelors,Private,Support,Divorced,Male,Canada,24,39000
59,Masters,Private,IT,Married,Female,Canada,58,70240
23,Masters,Govt,Management,Divorced,Female,Others,46,45200
19,HS-grad,Self-employed,Support,Married,Female,India,58,24320
62,Bachelors,Private,IT,Single,Female,Canada,42,60380
42,Masters,Self-employed,Management,Single,Female,India,37,59570
59,Masters,Self-employed,Support,Married,Female,Canada,56,62860
21,HS-grad,Govt,IT,Married,Female,Canada,47,28850
49,Bachelors,Private,Support,Married,Male,USA,28,45140
31,Bachelors,Govt,IT,Single,Female,Others,40,41060
46,Masters,Govt,Support,Married,Female,India,35,53230
55,Bachelors,Self-employed,IT,Married,Male,Others,41,55990
61,Bachelors,Govt,Sales,Single,Male,USA,38,53980
55,Bachelors,Govt,Support,Single,Male,Canada,46,49280
21,Bachelors,Govt,Support,Divorced,Male,Others,60,31620
42,Masters,Private,Support,Single,Female,Canada,49,51290
59,PhD,Private,Management,Married,Male,USA,27,86890
59,HS-grad,Self-employed,Sales,Single,Female,USA,51,42590
47,Bachelors,Govt,Management,Married,Male,Others,20,53140
22,HS-grad,Self-employed,IT,Single,Male,India,20,28000
25,HS-grad,Govt,Sales,Divorced,Female,Canada,26,26380
65,Masters,Govt,IT,Married,Female,Others,22,72880
65,PhD,Self-employed,Sales,Married,Female,India,45,83730
50,HS-grad,Self-employed,IT,Divorced,Female,USA,53,43650
20,PhD,Private,Sales,Divorced,Male,USA,32,45280
18,Masters,Private,Support,Married,Male,Canada,46,35300
55,PhD,Private,Sales,Married,Female,India,40,75080
29,Bachelors,Govt,Support,Married,Female,India,37,34790
46,PhD,Self-employed,IT,Married,Female,Others,34,71900
47,PhD,Govt,IT,Divorced,Female,Canada,21,72150
56,Bachelors,Govt,Support,Divorced,Male,Others,53,50170
32,Bachelors,Self-employed,Sales,Divorced,Female,USA,36,37640
37,Bachelors,Self-employed,IT,Divorced,Female,USA,55,45530
43,Bachelors,Self-employed,Sales,Married,Female,USA,22,43100
33,HS-grad,Govt,Management,Single,Male,USA,48,37500
40,PhD,Self-employed,Support,Divorced,Female,Canada,35,60790
64,Masters,Govt,Support,Divorced,Female,USA,23,64510
52,PhD,Self-employed,Management,Single,Female,India,27,80310
59,Masters,Govt,Management,Married,Male,USA,20,71980
31,Masters,Govt,IT,Divorced,Male,India,59,49570
42,Bachelors,Govt,Management,Single,Female,India,39,50790
23,Masters,Self-employed,Sales,Single,Male,Canada,59,40350
41,Bachelors,Private,Management,Single,Female,Others,28,49580
53,Bachelors,Private,Sales,Divorced,Female,Canada,28,49000
25,Masters,Private,Management,Divorced,Male,India,38,46360
60,HS-grad,Govt,Sales,Divorced,Male,India,38,42380
50,Bachelors,Govt,Sales,Single,Male,Others,58,48820
61,PhD,Self-employed,IT,Divorced,Female,USA,39,85650
35,Bachelors,Self-employed,Management,Divorced,Female,India,30,45720
30,PhD,Self-employed,Sales,Divorced,Female,USA,29,53530
45,Bachelors,Govt,Support,Single,Male,Others,24,42780
55,PhD,Self-employed,Support,Single,Male,Others,56,74140
51,Bachelors,Private,Support,Divorced,Male,Canada,45,47070
46,Bachelors,Self-employed,Management,Married,Female,India,48,53880
56,PhD,Self-employed,Sales,Divorced,Male,Canada,50,76420
39,Masters,Private,Sales,Single,Male,India,39,50230
36,Masters,Govt,Management,Divorced,Male,USA,24,54239
18,Bachelors,Govt,Support,Divorced,Female,Canada,22,28100
26,Masters,Self-employed,Support,Divorced,Male,Canada,58,41180
19,Bachelors,Govt,Management,Single,Female,India,36,35460
28,Masters,Self-employed,IT,Divorced,Female,USA,20,45400
26,Bachelors,Private,Management,Married,Male,India,49,40730
19,Bachelors,Self-employed,Support,Divorced,Male,India,26,28840
20,Masters,Govt,Support,Single,Female,Others,26,35620
51,HS-grad,Self-employed,Management,Single,Male,India,42,46920
28,PhD,Self-employed,Support,Married,Male,USA,33,50850
61,HS-grad,Private,IT,Divorced,Female,Others,41,48550
26,PhD,Private,IT,Divorced,Female,India,59,55150
58,Masters,Self-employed,Sales,Single,Female,India,34,62900
25,PhD,Self-employed,Management,Single,Male,Others,33,55230
28,HS-grad,Self-employed,Management,Single,Male,Others,44,34600
20,HS-grad,Govt,IT,Divorced,Female,Canada,47,28350
52,Masters,Self-employed,Management,Single,Female,Canada,24,66720
27,HS-grad,Govt,Management,Married,Male,Canada,29,33310
33,Masters,Govt,Management,Single,Male,India,29,52150
57,Bachelors,Govt,Sales,Single,Male,USA,45,52090
35,Masters,Self-employed,IT,Divorced,Female,Others,56,52380
25,Masters,Govt,Sales,Single,Female,USA,43,40910
22,Masters,Private,IT,Divorced,Female,USA,33,41610
50,HS-grad,Govt,Management,Married,Male,Canada,39,46230
18,HS-grad,Govt,Sales,Single,Female,India,33,23650
57,HS-grad,Govt,Support,Married,Male,Others,56,40180
35,Bachelors,Self-employed,IT,Divorced,Male,Canada,44,43740
46,PhD,Private,Management,Married,Female,USA,52,75920
32,HS-grad,Self-employed,Sales,Married,Female,India,43,30310
46,PhD,Govt,IT,Married,Female,USA,33,71850
54,HS-grad,Self-employed,Sales,Single,Female,Canada,42,39940
28,Masters,Self-employed,Sales,Divorced,Male,India,27,42150
49,Masters,Private,Management,Married,Female,Others,42,65280
52,PhD,Self-employed,Sales,Married,Female,Canada,20,71560
52,Masters,Govt,Support,Single,Male,Others,30,56940
21,HS-grad,Private,Sales,Single,Female,India,60,26320
19,HS-grad,Govt,Support,Single,Male,India,58,24320
44,Bachelors,Self-employed,Sales,Single,Female,Others,29,44010
31,Masters,Govt,IT,Divorced,Male,India,45,48870
44,Masters,Govt,Sales,Single,Male,Canada,34,53380
46,PhD,Self-employed,Support,Married,Female,Canada,38,65860
55,Masters,Private,IT,Single,Female,Others,56,67180
53,HS-grad,Self-employed,IT,Single,Male,India,34,44200
28,Bachelors,Private,Sales,Single,Male,USA,23,34750
33,Bachelors,Self-employed,Sales,Divorced,Male,Canada,56,39200
55,PhD,Govt,IT,Married,Female,Others,30,79800
55,HS-grad,Private,Management,Married,Female,India,48,49380
32,Masters,Self-employed,Support,Divorced,Male,Others,48,44640
62,HS-grad,Private,Support,Divorced,Female,India,35,41230
43,PhD,Govt,Management,Divorced,Male,USA,21,71550
25,PhD,Private,Management,Married,Male,Others,31,55130
46,PhD,Govt,Support,Single,Female,India,55,66710
64,Masters,Private,IT,Divorced,Male,Canada,24,72240
44,HS-grad,Private,Support,Married,Female,Canada,33,33570
25,PhD,Self-employed,Management,Single,Female,India,25,54830
26,PhD,Govt,Support,Single,Female,Others,21,48610
36,PhD,Govt,IT,Single,Female,India,23,62349
25,Masters,Self-employed,IT,Single,Female,Others,41,44230
62,Bachelors,Govt,Support,Single,Female,India,55,53510
41,PhD,Self-employed,Support,Single,Male,India,41,61910
49,Bachelors,Self-employed,Sales,Divorced,Male,India,46,47660
54,PhD,Self-employed,Sales,Single,Male,Others,41,74290
50,Masters,Govt,Support,Married,Male,Others,60,57120
29,PhD,Self-employed,Sales,Divorced,Female,USA,38,53140
47,HS-grad,Self-employed,Management,Divorced,Female,USA,50,45160
61,PhD,Self-employed,IT,Divorced,Female,Canada,45,85950
25,Masters,Self-employed,Management,Single,Female,Others,29,45910
45,Masters,Govt,Sales,Married,Female,USA,36,54160
52,HS-grad,Private,Management,Divorced,Female,Others,48,47760
40,HS-grad,Govt,Support,Divorced,Female,USA,58,33140
50,PhD,Private,Sales,Single,Female,Canada,53,71530
47,Bachelors,Private,Sales,Married,Female,Others,23,45390
32,HS-grad,Govt,Management,Single,Female,Canada,44,36760
54,HS-grad,Govt,Sales,Divorced,Male,Canada,44,40040
37,PhD,Govt,Support,Married,Female,USA,45,58829
38,PhD,Self-employed,IT,Divorced,Male,USA,44,65199
29,Masters,Private,Sales,Divorced,Female,India,56,44280
55,PhD,Private,Sales,Married,Female,India,34,74780
38,HS-grad,Private,IT,Married,Male,Canada,34,36700
32,PhD,Private,Management,Divorced,Female,Canada,42,62260
63,Bachelors,Govt,Management,Divorced,Female,USA,56,65500
57,Bachelors,Private,Management,Single,Male,Others,50,61240
21,Masters,Private,IT,Divorced,Male,India,27,40570
33,HS-grad,Self-employed,Support,Divorced,Female,Canada,37,29150
29,Bachelors,Private,Management,Divorced,Female,India,39,42210
46,Masters,Self-employed,Management,Married,Female,India,32,62440
56,PhD,Self-employed,Management,Single,Male,India,24,83920
41,PhD,Govt,IT,Married,Female,Canada,37,67550
39,Bachelors,Govt,Support,Married,Female,India,30,39840
64,PhD,Govt,IT,Divorced,Female,Canada,55,89150
18,PhD,Govt,Sales,Divorced,Male,USA,57,44850
60,PhD,Private,Management,Divorced,Female,USA,35,88230
23,Masters,Self-employed,IT,Single,Male,USA,30,42200
64,Masters,Private,IT,Single,Female,USA,56,73840
36,HS-grad,Govt,Management,Divorced,Female,USA,43,38870
43,Masters,Govt,Management,Single,Male,India,38,60400
32,Bachelors,Govt,IT,Married,Male,Canada,32,41280
61,Masters,Self-employed,Support,Single,Male,USA,23,62529
23,PhD,Private,Sales,Married,Male,USA,37,48050
46,Bachelors,Govt,Sales,Single,Female,India,31,45230
28,Bachelors,Self-employed,Support,Married,Female,Others,25,33650
62,Masters,Self-employed,Support,Divorced,Male,Canada,40,64040
49,HS-grad,Govt,Management,Married,Male,USA,21,44790
24,HS-grad,Private,Sales,Divorced,Male,USA,57,27490
42,PhD,Govt,Support,Married,Female,USA,51,63230
24,Masters,Govt,Sales,Single,Female,Canada,40,40080
31,HS-grad,Private,Management,Married,Male,Canada,56,36820
18,Bachelors,Govt,IT,Single,Female,USA,34,32700
36,PhD,Govt,Management,Divorced,Male,Others,56,66720
40,HS-grad,Govt,IT,Married,Female,USA,55,38750
40,Bachelors,Private,Management,Single,Female,India,49,49970
18,HS-grad,Govt,Sales,Married,Female,USA,53,24650
58,Bachelors,Private,Sales,Divorced,Female,Others,25,51650
53,Bachelors,Private,Sales,Single,Female,Others,42,49700
36,Bachelors,Self-employed,Sales,Single,Male,USA,20,39080
26,PhD,Self-employed,Management,Divorced,Female,USA,45,56769
55,Bachelors,Self-employed,Support,Single,Female,Others,50,49480
46,Masters,Self-employed,Management,Married,Female,Canada,55,63590
50,Bachelors,Self-employed,Sales,Married,Male,India,45,48170
44,Masters,Self-employed,Sales,Married,Male,Others,50,54180
48,HS-grad,Private,Management,Divorced,Male,Canada,34,44900
63,Bachelors,Govt,Sales,Married,Female,India,60,56200
22,PhD,Govt,Support,Single,Male,USA,27,45630
65,HS-grad,Self-employed,Support,Divorced,Female,Others,59,43690
26,Bachelors,Private,IT,Single,Male,USA,46,38260
47,Masters,Govt,IT,Single,Male,USA,55,61210
49,Bachelors,Private,Support,Single,Male,USA,42,45840
29,Masters,Private,IT,Divorced,Female,Others,44,47340
39,HS-grad,Govt,Sales,Divorced,Female,USA,35,32990
18,HS-grad,Govt,Sales,Divorced,Female,Canada,21,23050
54,Bachelors,Self-employed,Management,Divorced,Male,Canada,25,58010
20,Bachelors,Self-employed,Management,Divorced,Female,India,20,35320
39,PhD,Private,Sales,Married,Male,India,38,61540
61,Masters,Private,Sales,Married,Male,Canada,36,65039
24,PhD,Private,Management,Single,Male,Others,55,55390
61,HS-grad,Govt,IT,Single,Female,Others,49,48950
56,PhD,Govt,Support,Single,Female,Others,27,73510
43,HS-grad,Govt,Management,Divorced,Female,India,59,43450
46,Bachelors,Self-employed,Management,Married,Female,Canada,42,53580
19,Masters,Private,Support,Divorced,Male,Canada,38,35560
32,PhD,Private,IT,Single,Male,Others,22,58700
63,Masters,Private,IT,Divorced,Male,USA,44,72500
38,Bachelors,Self-employed,IT,Divorced,Female,Canada,26,44700
21,Masters,Self-employed,Support,Single,Male,USA,38,36880
31,HS-grad,Self-employed,Management,Married,Male,India,52,36620
42,Masters,Self-employed,Management,Divorced,Female,Others,28,59120
48,Bachelors,Self-employed,Sales,Single,Male,USA,48,47200
26,PhD,Self-employed,Support,Single,Female,USA,26,48860
42,PhD,Private,IT,Divorced,Female,India,21,67650
65,PhD,Private,IT,Single,Male,Others,48,89700
38,Bachelors,Self-employed,Sales,Divorced,Male,USA,34,40900
18,HS-grad,Self-employed,Management,Married,Male,India,51,29550
49,Masters,Private,Support,Single,Male,Others,35,55210
49,HS-grad,Govt,Sales,Single,Male,USA,34,37340
52,HS-grad,Govt,Support,Divorced,Male,USA,49,37730
44,Masters,Govt,Support,Single,Female,Others,30,51660
33,HS-grad,Private,Management,Divorced,Male,Others,58,38000
52,Masters,Private,IT,Single,Male,USA,24,63360
48,HS-grad,Govt,Sales,Single,Male,Canada,34,36900
53,PhD,Self-employed,Management,Single,Male,Canada,51,82450
33,Masters,Govt,IT,Married,Female,Canada,20,49100
37,PhD,Private,Sales,Married,Female,USA,23,59109
34,Masters,Self-employed,Support,Divorced,Male,Others,52,46160
27,PhD,Self-employed,Sales,Divorced,Male,USA,60,52560
43,HS-grad,Self-employed,Support,Married,Female,Others,55,34250
36,HS-grad,Govt,Sales,Married,Male,India,30,31419
21,HS-grad,Private,Support,Single,Male,Canada,33,23910
38,PhD,Self-employed,Support,Single,Female,Canada,48,59799
45,HS-grad,Private,Sales,Divorced,Female,USA,42,35980
36,Bachelors,Self-employed,Support,Divorced,Male,Others,24,37920
64,Bachelors,Govt,Support,Married,Female,Others,23,52990
45,PhD,Private,Sales,Divorced,Female,Others,40,66680
35,PhD,Govt,Support,Divorced,Female,India,27,56290
32,PhD,Private,Support,Married,Male,Others,31,54030
40,HS-grad,Self-employed,Sales,Married,Male,Others,32,33280
37,Masters,Govt,Sales,Single,Male,Canada,49,49370
29,Bachelors,Self-employed,Sales,Divorced,Male,India,60,37160
23,Bachelors,Private,Management,Divorced,Female,Canada,45,38550
61,Masters,Private,Sales,Divorced,Female,Others,56,66040
56,HS-grad,Govt,Support,Married,Female,Others,58,39860
29,PhD,Self-employed,Management,Married,Female,USA,27,58690
25,Bachelors,Govt,Management,Married,Female,India,39,39570
48,HS-grad,Govt,Management,Single,Female,Others,41,45250
52,Bachelors,Govt,Sales,Married,Male,Canada,49,49490
24,Masters,Private,Support,Single,Female,India,49,39410
33,Masters,Private,IT,Married,Female,Canada,27,49450
31,HS-grad,Private,Management,Single,Male,Others,28,35420
27,Bachelors,Govt,IT,Married,Male,India,37,38430
23,Bachelors,Private,Sales,Divorced,Female,India,34,32500
53,PhD,Private,Management,Single,Female,Others,60,82900
54,Masters,Private,IT,Single,Female,India,20,64640
21,HS-grad,Private,Sales,Single,Female,India,46,25620
44,PhD,Govt,Support,Divorced,Male,Canada,35,64070
18,Masters,Private,IT,Married,Female,USA,30,38500
33,Masters,Govt,IT,Divorced,Male,India,56,50900
18,HS-grad,Self-employed,Management,Married,Female,Canada,40,29000
49,HS-grad,Private,Management,Divorced,Male,Canada,53,46390
39,PhD,Self-employed,Sales,Single,Male,Canada,55,62390
21,Masters,Private,Sales,Divorced,Male,Canada,45,38290
40,Bachelors,Private,Support,Married,Female,Canada,50,41380
32,Bachelors,Govt,Support,Married,Female,Canada,54,37260
29,PhD,Private,Sales,Divorced,Female,USA,39,53190
37,PhD,Self-employed,Support,Married,Male,Canada,32,58179
54,Bachelors,Self-employed,Support,Single,Female,Others,42,48540
35,PhD,Govt,Management,Single,Male,India,28,64380
33,HS-grad,Self-employed,Support,Married,Male,USA,55,30050
34,PhD,Private,IT,Divorced,Female,Canada,47,61750
40,PhD,Govt,Management,Divorced,Male,USA,48,70080
40,HS-grad,Govt,Support,Married,Female,USA,36,32040
57,Bachelors,Private,Management,Single,Female,USA,42,60840
22,Bachelors,Govt,IT,Divorced,Female,India,60,36480
48,Masters,Govt,Support,Married,Male,Others,44,55000
